colsample_bytree,combo,learning_rate,max_depth,min_samples_leaf,model_a_epochs,n_estimators_rf,n_estimators_xgb,rolling_windows,subsample,test_metrics_by_conference_E_ndcg,test_metrics_by_conference_E_spearman,test_metrics_by_conference_W_ndcg,test_metrics_by_conference_W_spearman,test_metrics_ensemble_mrr_top2,test_metrics_ensemble_mrr_top4,test_metrics_ensemble_ndcg,test_metrics_ensemble_ndcg10,test_metrics_ensemble_ndcg10_standings,test_metrics_ensemble_ndcg_at_12,test_metrics_ensemble_ndcg_at_16,test_metrics_ensemble_ndcg_at_16_standings,test_metrics_ensemble_ndcg_at_20,test_metrics_ensemble_ndcg_at_4,test_metrics_ensemble_ndcg_at_4_standings,test_metrics_ensemble_playoff_brier_championship_odds,test_metrics_ensemble_playoff_ndcg10_pred_vs_playoff_final_results,test_metrics_ensemble_playoff_ndcg_at_4_final_four,test_metrics_ensemble_playoff_rank_mae_eos_standings_vs_playoff_final_results,test_metrics_ensemble_playoff_rank_mae_pred_vs_playoff_final_results,test_metrics_ensemble_playoff_rank_rmse_eos_standings_vs_playoff_final_results,test_metrics_ensemble_playoff_rank_rmse_pred_vs_playoff_final_results,test_metrics_ensemble_playoff_spearman_pred_vs_playoff_final_results,test_metrics_ensemble_rank_mae_eos_standings_vs_playoff_final_results,test_metrics_ensemble_rank_mae_pred_vs_playoff_final_results,test_metrics_ensemble_rank_rmse_eos_standings_vs_playoff_final_results,test_metrics_ensemble_rank_rmse_pred_vs_playoff_final_results,test_metrics_ensemble_rank_rmse_standings,test_metrics_ensemble_roc_auc_upset,test_metrics_ensemble_spearman,test_metrics_ensemble_spearman_standings,test_metrics_model_a_mrr_top2,test_metrics_model_a_mrr_top4,test_metrics_model_a_ndcg,test_metrics_model_a_ndcg10,test_metrics_model_a_ndcg_at_12,test_metrics_model_a_ndcg_at_16,test_metrics_model_a_ndcg_at_20,test_metrics_model_a_ndcg_at_4,test_metrics_model_a_roc_auc_upset,test_metrics_model_a_spearman,test_metrics_model_b_mrr_top2,test_metrics_model_b_mrr_top4,test_metrics_model_b_ndcg,test_metrics_model_b_ndcg10,test_metrics_model_b_ndcg_at_12,test_metrics_model_b_ndcg_at_16,test_metrics_model_b_ndcg_at_20,test_metrics_model_b_ndcg_at_4,test_metrics_model_b_roc_auc_upset,test_metrics_model_b_spearman,test_metrics_model_c_mrr_top2,test_metrics_model_c_mrr_top4,test_metrics_model_c_ndcg,test_metrics_model_c_ndcg10,test_metrics_model_c_ndcg_at_12,test_metrics_model_c_ndcg_at_16,test_metrics_model_c_ndcg_at_20,test_metrics_model_c_ndcg_at_4,test_metrics_model_c_roc_auc_upset,test_metrics_model_c_spearman,value
0.7,0,0.08,4,5,24,200,254,"(10, 30)",0.8,0.33757348741737325,0.4035714285714285,0.7117321931774673,0.5035714285714286,0.5,0.5,0.48328411047416214,0.48328411047416214,0.5032761327214269,0.48315787941553434,0.5260961993910845,0.5164055763802462,0.5272933666265961,0.4732201012417847,0.5178046098648476,0.030076470226049423,0.483272396300202,0.4732201012417847,3.1333333333333333,7.133333206176758,4.449719092257398,8.903182983398438,0.47274749721913245,3.1333333333333333,7.133333206176758,4.449719092257398,8.903182983398438,8.610071182250977,0.746606334841629,0.4709677419354839,-0.5052280311457175,0.5,0.5,0.4842558667583181,0.4842558667583181,0.48412938045121023,0.5270676259068382,0.5282647888698009,0.4732201012417847,0.7420814479638009,0.4771968854282535,0.16666666666666666,0.16666666666666666,0.20234794654321717,0.20234794654321717,0.20300327510450827,0.3735997581437313,0.39314249958632913,0.04029517653159447,0.7955555555555556,0.5911012235817574,0.07142857142857142,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.17989573678693135,0.18229344888290439,0.0072603807417201014,0.8214285714285714,0.3125695216907675,0.4709677419354839
0.7,1,0.08,3,5,20,200,268,"(10, 30)",0.8,0.3063834003775706,0.2964285714285714,0.7258637696514016,0.5678571428571427,0.5,0.5,0.485613793029042,0.485613793029042,0.5142089157309019,0.5293724201073029,0.5296573377418512,0.5276418625999506,0.5308544114785998,0.4746471968829319,0.5290401564999109,0.030076470226049423,0.4856012118243358,0.4746471968829319,3.1333333333333333,7.133333206176758,4.449719092257398,8.903182983398438,0.46562847608453833,3.1333333333333333,7.133333206176758,4.449719092257398,8.903182983398438,8.69865894317627,0.7857142857142858,0.4709677419354839,-0.49499443826473855,0.5,0.5,0.485613793029042,0.485613793029042,0.5293724201073029,0.5296573377418512,0.5308339576524542,0.4746471968829319,0.7901785714285715,0.4629588431590656,0.2,0.2,0.4376962231760793,0.4376962231760793,0.43762445760123064,0.4595511069090464,0.45954919583553044,0.047452952934463374,0.7330316742081447,0.6004449388209121,0.07142857142857142,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.17989573678693135,0.18229344888290439,0.0072603807417201014,0.8214285714285714,0.3125695216907675,0.4709677419354839
0.7,2,0.08,3,5,22,200,271,"(10, 30)",0.8,0.23948478007978813,0.30357142857142855,0.7491563943572732,0.5357142857142856,0.5,0.5,0.4822977782808895,0.4822977782808895,0.4875154324373213,0.5260579459868796,0.5263424841027584,0.5009582950844766,0.5275574002305476,0.4642838088219973,0.4458920834630934,0.030076472088694572,0.4822873204238982,0.4642838088219973,3.1333333333333333,7.4666666984558105,4.449719092257398,9.212310791015625,0.45850945494994433,3.1333333333333333,7.4666666984558105,4.449719092257398,9.212310791015625,8.929351806640625,0.7777777777777777,0.43359288097886545,-0.46785317018909905,0.5,0.5,0.4822977782808895,0.4822977782808895,0.5260579459868796,0.5263424841027584,0.5275574002305476,0.4642838088219973,0.7777777777777777,0.43359288097886545,0.2,0.2,0.4376962231760793,0.4376962231760793,0.43762445760123064,0.4595511069090464,0.45954919583553044,0.047452952934463374,0.7285067873303168,0.6062291434927697,0.07142857142857142,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.17989573678693135,0.18229344888290439,0.0072603807417201014,0.8214285714285714,0.3125695216907675,0.43359288097886545
0.7,3,0.08,4,5,24,200,257,"(10, 30)",0.8,0.24683875794437798,0.2571428571428571,0.7487942496580289,0.5607142857142856,0.5,0.5,0.4827741994031013,0.4827741994031013,0.4912034705670172,0.4826481022813751,0.5244922976783684,0.5040068971928082,0.5262942851646593,0.46449490234372454,0.44578653670222973,0.030076470226049423,0.48276161819839514,0.46449490234372454,3.1333333333333333,7.199999809265137,4.449719092257398,9.011103630065918,0.4972191323692992,3.1333333333333333,7.199999809265137,4.449719092257398,9.011103630065918,8.497057914733887,0.8035714285714286,0.4580645161290322,-0.5181312569521691,0.5,0.5,0.4827727821347147,0.4827727821347147,0.4826466853852584,0.5244908808909361,0.5262928725152018,0.46449490234372454,0.8035714285714286,0.4593993325917686,0.16666666666666666,0.16666666666666666,0.20234794654321717,0.20234794654321717,0.20300327510450827,0.36925333760468054,0.38879609816379773,0.04029517653159447,0.7999999999999999,0.5781979977753059,0.07142857142857142,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.17989573678693135,0.18229344888290439,0.0072603807417201014,0.8214285714285714,0.3125695216907675,0.4580645161290322
0.7,4,0.08,3,5,26,200,262,"(10, 30)",0.8,0.33174496251152114,0.3,0.7491563943572732,0.575,0.5,0.5,0.48424188481831726,0.48424188481831726,0.5032958406533328,0.5280008722518351,0.528285891791494,0.5167333383941675,0.5295007993044543,0.4732201012417847,0.5178046098648476,0.030076470226049423,0.484231426961326,0.4732201012417847,3.1333333333333333,7.199999809265137,4.449719092257398,8.85814094543457,0.5136818687430478,3.1333333333333333,7.199999809265137,4.449719092257398,8.85814094543457,8.374564170837402,0.8035714285714286,0.47630700778642937,-0.531924360400445,0.5,0.5,0.4842397589157374,0.4842397589157374,0.5279987469076601,0.5282837666103455,0.5294986741999447,0.4732201012417847,0.8035714285714286,0.4771968854282535,0.2,0.2,0.4376962231760793,0.4376962231760793,0.43762445760123064,0.4595511069090464,0.45954919583553044,0.047452952934463374,0.7330316742081447,0.6004449388209121,0.07142857142857142,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.17989573678693135,0.18229344888290439,0.0072603807417201014,0.8214285714285714,0.3125695216907675,0.47630700778642937
0.7,5,0.08,4,5,26,200,250,"(10, 30)",0.8,0.25279024978877096,0.2785714285714285,0.7346666807940231,0.5178571428571428,0.5,0.5,0.4832432051221292,0.4832432051221292,0.5027108068040438,0.4831169639116143,0.5260477284647198,0.5157809133035284,0.5278403052272275,0.4730975652470979,0.5152109313106433,0.030076472088694572,0.48323270277895025,0.4730975652470979,3.1333333333333333,7.4666666984558105,4.449719092257398,9.19782543182373,0.45317018909899887,3.1333333333333333,7.4666666984558105,4.449719092257398,9.19782543182373,8.869422912597656,0.8214285714285714,0.4353726362625139,-0.47497219132369295,0.5,0.5,0.4832432051221292,0.4832432051221292,0.4831169639116143,0.5260477284647198,0.5278403052272275,0.4730975652470979,0.8214285714285714,0.4353726362625139,0.16666666666666666,0.16666666666666666,0.20234794654321717,0.20234794654321717,0.20300327510450827,0.3735997581437313,0.39314249958632913,0.04029517653159447,0.7955555555555556,0.5911012235817574,0.07142857142857142,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.17989573678693135,0.18229344888290439,0.0072603807417201014,0.8214285714285714,0.3125695216907675,0.4353726362625139
0.7,6,0.08,4,5,19,200,265,"(10, 30)",0.8,0.23583741845504774,0.28571428571428564,0.7491563943572732,0.5392857142857141,0.5,0.5,0.48233213469010067,0.48233213469010067,0.48713736482833375,0.4822061327878843,0.5251445257680759,0.5002722800026275,0.5263594463378481,0.4645175546554888,0.445429762791943,0.030076470226049423,0.48231955348539446,0.4645175546554888,3.1333333333333333,7.400000095367432,4.449719092257398,9.014802932739258,0.46117908787541706,3.1333333333333333,7.400000095367432,4.449719092257398,9.014802932739258,8.910667419433594,0.7946428571428572,0.4576195773081201,-0.4700778642936596,0.5,0.5,0.48233213469010067,0.48233213469010067,0.4822061327878843,0.5251445257680759,0.5263594463378481,0.4645175546554888,0.7946428571428572,0.4576195773081201,0.16666666666666666,0.16666666666666666,0.20234794654321717,0.20234794654321717,0.20300327510450827,0.38523752207275824,0.38531875545298444,0.04029517653159447,0.8044444444444444,0.5746384872080088,0.07142857142857142,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.17989573678693135,0.18229344888290439,0.0072603807417201014,0.8214285714285714,0.3125695216907675,0.4576195773081201
0.7,7,0.08,4,5,20,200,253,"(10, 30)",0.8,0.3386844559185178,0.37857142857142856,0.7346666807940231,0.5392857142857141,0.5,0.5,0.4832662240336409,0.4832662240336409,0.5032787334417954,0.5284391085515239,0.5287165359149376,0.517010096301237,0.5305287263902798,0.4732201012417847,0.5178046098648476,0.030076470226049423,0.48325354467423537,0.4732201012417847,3.1333333333333333,6.933333396911621,4.449719092257398,8.72926139831543,0.49766407119021133,3.1333333333333333,6.933333396911621,4.449719092257398,8.72926139831543,8.294576644897461,0.8044444444444445,0.4914349276974415,-0.5408231368186874,0.5,0.5,0.4832662240336409,0.4832662240336409,0.5284391085515239,0.5287165359149376,0.5305184995162199,0.4732201012417847,0.8133333333333334,0.4758620689655172,0.16666666666666666,0.16666666666666666,0.20234794654321717,0.20234794654321717,0.20300327510450827,0.3735997581437313,0.39314249958632913,0.04029517653159447,0.7955555555555556,0.5911012235817574,0.07142857142857142,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.17989573678693135,0.18229344888290439,0.0072603807417201014,0.8214285714285714,0.3125695216907675,0.4914349276974415
0.7,8,0.08,4,5,28,200,261,"(10, 30)",0.8,0.3332341336047156,0.36785714285714277,0.7350288254932673,0.5821428571428571,0.5,0.5,0.4832600577894308,0.4832600577894308,0.5032938281373388,0.48313381215227336,0.526072133973926,0.5164232605674715,0.5301891274080569,0.4732201012417847,0.5178046098648476,0.030076472088694572,0.4832483436154707,0.4732201012417847,3.1333333333333333,7.0,4.449719092257398,8.667948722839355,0.5065628476084539,3.1333333333333333,7.0,4.449719092257398,8.667948722839355,8.169047355651855,0.7544642857142858,0.49855394883203563,-0.5546162402669632,0.5,0.5,0.4832600577894308,0.4832600577894308,0.48313381215227336,0.5260645754130183,0.5301815688803933,0.4732201012417847,0.7544642857142857,0.49276974416017794,0.16666666666666666,0.16666666666666666,0.20234794654321717,0.20234794654321717,0.20300327510450827,0.36925333760468054,0.38879609816379773,0.04029517653159447,0.7999999999999999,0.5781979977753059,0.07142857142857142,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.17989573678693135,0.18229344888290439,0.0072603807417201014,0.8214285714285714,0.3125695216907675,0.49855394883203563
0.7,9,0.08,4,5,23,200,268,"(10, 30)",0.8,0.29819146545374997,0.34642857142857136,0.7350288254932673,0.5499999999999999,0.5,0.5,0.4824251057641429,0.4824251057641429,0.49616661362884656,0.5261852400253824,0.5264697683770494,0.5096065404717818,0.5282623383677286,0.46449490234372454,0.44578653670222973,0.030076470226049423,0.48241460342096393,0.46449490234372454,3.1333333333333333,7.4666666984558105,4.449719092257398,9.070097923278809,0.47141268075639603,3.1333333333333333,7.4666666984558105,4.449719092257398,9.070097923278809,8.710147857666016,0.7692307692307693,0.4509454949944383,-0.49365962180200224,0.5,0.5,0.4824251057641429,0.4824251057641429,0.5261852400253824,0.5264697683770494,0.5282623383677286,0.46449490234372454,0.7692307692307693,0.4509454949944383,0.16666666666666666,0.16666666666666666,0.20234794654321717,0.20234794654321717,0.20300327510450827,0.3653833544198708,0.3849261320000304,0.04029517653159447,0.8044444444444444,0.5697441601779756,0.07142857142857142,0.2,0.05139534647930671,0.05139534647930671,0.05704448895120833,0.17989573678693135,0.18229344888290439,0.0072603807417201014,0.8214285714285714,0.3125695216907675,0.4509454949944383
